date,year,month,day,State,city,latitude,longitude,suicide,attacktype1_txt,target_type,target_subtype,target,group_name,weapon_type,weapon_subtype,no_killed,no_wounded
3/6/2012,2012,Mar,Tue,Borno,Konduga,11.655408,13.412932,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Secretariat,Boko Haram,Explosives,Unknown Explosive Type,0,0
3/6/2012,2012,Mar,Tue,Borno,Konduga,11.655408,13.412932,0,Bombing/Explosion,Police,Prison/Jail,Prison,Boko Haram,Explosives,Unknown Explosive Type,0,0
3/6/2012,2012,Mar,Tue,Borno,Konduga,11.655408,13.412932,0,Bombing/Explosion,Religious Figures/Institutions,Place of Worship,Catholic Church,Boko Haram,Explosives,Unknown Explosive Type,0,0
3/6/2012,2012,Mar,Tue,Borno,Konduga,11.655408,13.412932,0,Bombing/Explosion,Religious Figures/Institutions,Place of Worship,Church,Boko Haram,Explosives,Unknown Explosive Type,0,0
3/6/2012,2012,Mar,Tue,Yobe,Potiskum,11.704399,11.088539,0,Assassination,Government (General),"Government Personnel (excluding police, military)",Comptroller: Adamu Ahmadu,Boko Haram,Firearms,Unknown Gun Type,2,0
3/6/2012,2012,Mar,Tue,Borno,Konduga,11.655408,13.412932,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police Station,Boko Haram,Explosives,Unknown Explosive Type,0,3
3/7/2012,2012,Mar,Wed,Niger,Minna,9.607762,6.553394,0,Bombing/Explosion,Business,Gas/Oil/Electric,Oil Marketer: Justina Udeh,Unknown,Explosives,Letter Bomb,0,0
3/7/2012,2012,Mar,Wed,Gombe,Ashaka,10.885618,11.51486,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Outpost,Boko Haram,Explosives,Unknown Explosive Type,0,0
3/7/2012,2012,Mar,Wed,Gombe,Ashaka,10.885618,11.51486,0,Armed Assault,Police,Police Security Forces/Officers,Officer: Abbubakar Sadiq,Boko Haram,Firearms,Unknown Gun Type,2,0
3/7/2012,2012,Mar,Wed,Gombe,Ashaka,10.885618,11.51486,0,Armed Assault,Police,Police Security Forces/Officers,Officer,Boko Haram,Firearms,Unknown Gun Type,1,0
3/7/2012,2012,Mar,Wed,Gombe,Ashaka,10.885618,11.51486,0,Bombing/Explosion,Business,Bank/Commerce,Bank,Boko Haram,Explosives,Unknown Explosive Type,1,0
3/7/2012,2012,Mar,Wed,Gombe,Ashaka,10.885618,11.51486,0,Bombing/Explosion,Business,Bank/Commerce,Bank,Boko Haram,Explosives,Unknown Explosive Type,1,0
3/9/2012,2012,Mar,Fri,Borno,Maiduguri,11.840793,13.141391,0,Facility/Infrastructure Attack,Police,"Police Building (headquarters, station, school)",Bulabulim Ngarnam Police Station,Boko Haram,Firearms,Unknown Gun Type,1,0
3/9/2012,2012,Mar,Fri,Kano,Kano,11.974328,8.500261,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Police Station,Boko Haram,Explosives,Unknown Explosive Type,0,1
3/9/2012,2012,Mar,Fri,Gombe,Unknown,10.246409,11.161736,0,Armed Assault,Private Citizens & Property,Laborer (General)/Occupation Identified,Traditional Ruler: Alhaji Bello Kagarawal,Boko Haram,Firearms,Unknown Gun Type,1,0
3/10/2012,2012,Mar,Sat,Borno,Bama,11.526846,13.69271,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Base,Boko Haram,Explosives,Unknown Explosive Type,1,11
3/11/2012,2012,Mar,Sun,Plateau,Jos,9.933333,8.883333,1,Bombing/Explosion,Religious Figures/Institutions,Place of Worship,Catholic Church,Unknown,Explosives,Vehicle,4,22
3/11/2012,2012,Mar,Sun,Plateau,Chugwi,9.73276,8.79701,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Unknown,Firearms,Unknown Gun Type,3,3
3/11/2012,2012,Mar,Sun,Borno,Maiduguri,11.840793,13.141391,0,Assassination,Government (General),"Government Personnel (excluding police, military)",Former Chair: Bukar Abacha,Boko Haram,Firearms,Unknown Gun Type,1,0
3/12/2012,2012,Mar,Mon,Kano,Kano,11.974328,8.500261,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Police Station,Boko Haram,Firearms,Unknown Gun Type,0,2
3/12/2012,2012,Mar,Mon,Adamawa,Mubi,10.266667,13.266667,0,Armed Assault,Military,Military Unit/Patrol/Convoy,Joint Patrol,Boko Haram,Firearms,Unknown Gun Type,5,0
3/13/2012,2012,Mar,Tue,Kano,Kano,11.974328,8.500261,0,Armed Assault,Police,Police Checkpoint,Checkpoint,Boko Haram,Firearms,Unknown Gun Type,3,1
3/15/2012,2012,Mar,Thu,Kaduna,Nayi,10.26622,7.113044,0,Armed Assault,Private Citizens & Property,Religion Identified,Christian Villagers,Unknown,Firearms,Unknown Gun Type,10,4
3/15/2012,2012,Mar,Thu,Borno,Maiduguri,11.840793,13.141391,0,Armed Assault,Private Citizens & Property,Religion Identified,Christian Trader,Boko Haram,Firearms,Unknown Gun Type,1,0
3/15/2012,2012,Mar,Thu,Unknown,Unknown,0,0,0,Armed Assault,Government (General),"Government Personnel (excluding police, military)",Employee,Boko Haram,Firearms,Unknown Gun Type,1,0
3/19/2012,2012,Mar,Mon,Plateau,Kuru Karama,9.716667,8.85,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Police Staff College,Unknown,Firearms,Unknown Gun Type,0,2
3/20/2012,2012,Mar,Tue,Kano,Kano,11.974328,8.500261,0,Armed Assault,Police,Police Security Forces/Officers,Officer,Boko Haram,Firearms,Unknown Gun Type,3,0
3/20/2012,2012,Mar,Tue,Kano,Tudun Wada,11.25,8.4,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Headquarters,Boko Haram,Firearms,Unknown Gun Type,3,0
3/20/2012,2012,Mar,Tue,Kano,Tudun Wada,11.25,8.4,0,Armed Assault,Police,Police Security Forces/Officers,Residence of Officer,Boko Haram,Firearms,Unknown Gun Type,3,0
3/20/2012,2012,Mar,Tue,Kano,Tudun Wada,11.25,8.4,0,Facility/Infrastructure Attack,Business,Bank/Commerce,Bank,Boko Haram,Incendiary,Arson/Fire,3,0
3/22/2012,2012,Mar,Thu,Borno,Maiduguri,11.840793,13.141391,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Firearms,Unknown Gun Type,2,0
3/22/2012,2012,Mar,Thu,Rivers,Port Harcourt,4.784821,7.005453,0,Hostage Taking (Kidnapping),Government (General),"Government Personnel (excluding police, military)",Wife of Senator Sekibo,Unknown,Firearms,Unknown Gun Type,0,0
3/22/2012,2012,Mar,Thu,Borno,Maiduguri,11.840793,13.141391,0,Armed Assault,Religious Figures/Institutions,Religious Figure,Cleric: Malam Mohammed Bukar,Boko Haram,Firearms,Unknown Gun Type,1,0
3/23/2012,2012,Mar,Fri,Borno,Maiduguri,11.840793,13.141391,0,Bombing/Explosion,Educational Institution,School/University/Educational Building,School,Boko Haram,Explosives,Unknown Explosive Type,0,0
3/23/2012,2012,Mar,Fri,Borno,Maiduguri,11.840793,13.141391,0,Bombing/Explosion,Military,Paramilitary,Soldiers,Boko Haram,Explosives,Unknown Explosive Type,0,0
3/24/2012,2012,Mar,Sat,Borno,Maiduguri,11.840793,13.141391,0,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Soldiers,Boko Haram,Firearms,Rifle/Shotgun (non-automatic),6,0
3/25/2012,2012,Mar,Sun,Akwa Ibom,Eket,4.65,7.933333,0,Hostage Taking (Kidnapping),Business,Unknown,Proprietor: Chinasa Ngokere,Unknown,Firearms,Unknown Gun Type,0,1
3/28/2012,2012,Mar,Wed,Yobe,Damagum,11.6775,11.334444,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police Station,Boko Haram,Explosives,Unknown Explosive Type,4,2
3/29/2012,2012,Mar,Thu,Borno,Gamboru,11.840793,13.141391,0,Armed Assault,Police,Police Security Forces/Officers,Inspector,Boko Haram,Firearms,Unknown Gun Type,1,0
3/30/2012,2012,Mar,Fri,Borno,Askira Uba,10.657376,12.906142,0,Unknown,Business,Bank/Commerce,Bank,Boko Haram,Unknown,Unknown Weapon Type,2,0
3/31/2012,2012,Mar,Sat,Yobe,Potiskum,11.704399,11.088539,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Police Station,Boko Haram,Firearms,Unknown Gun Type,0,0
3/31/2012,2012,Mar,Sat,Yobe,Potiskum,11.704399,11.088539,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Outpost,Boko Haram,Explosives,Unknown Explosive Type,0,0
3/31/2012,2012,Mar,Sat,Yobe,Nangere,11.864978,11.070571,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Police Station,Boko Haram,Firearms,Unknown Gun Type,0,0
3/30/2012,2012,Mar,Fri,Borno,Askira,10.654797,12.907004,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police Station,Boko Haram,Explosives,Unknown Explosive Type,2,0
4/1/2012,2012,Apr,Sun,Kaduna,Kaduna,10.516667,7.433333,0,Bombing/Explosion,Business,Gas/Oil/Electric,Oil Tanker,Unknown,Explosives,Unknown Explosive Type,1,2
4/1/2012,2012,Apr,Sun,Borno,Maiduguri,11.840793,13.141391,0,Assassination,Government (General),"Government Personnel (excluding police, military)",Caretaker Chair: Wanangu Kachuwa,Boko Haram,Firearms,Unknown Gun Type,1,0
4/2/2012,2012,Apr,Mon,Borno,Maiduguri,11.840793,13.141391,0,Armed Assault,Government (General),Intelligence,Officer,Unknown,Firearms,Unknown Gun Type,1,0
4/3/2012,2012,Apr,Tue,Kano,Kano,11.974328,8.500261,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Police Station,Boko Haram,Firearms,Unknown Gun Type,4,0
4/3/2012,2012,Apr,Tue,Borno,Maiduguri,11.840793,13.141391,0,Armed Assault,Private Citizens & Property,Religion Identified,Christian Igbo Civilian,Boko Haram,Firearms,Unknown Gun Type,1,0
4/4/2012,2012,Apr,Wed,Borno,Maiduguri,11.840793,13.141391,0,Armed Assault,Private Citizens & Property,Marketplace/Plaza/Square,Market,Boko Haram,Firearms,Unknown Gun Type,7,0
4/4/2012,2012,Apr,Wed,Anambra,Amichi,5.986391,6.980073,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Police Station,Unknown,Firearms,Unknown Gun Type,0,1
4/4/2012,2012,Apr,Wed,Abuja,Abuja,9.066917,7.483172,1,Assassination,Government (General),"Government Personnel (excluding police, military)",Comptroller-General (CG),Boko Haram,Explosives,Vehicle,0,0
4/8/2012,2012,Apr,Sun,Kaduna,Kaduna,10.516667,7.433333,1,Bombing/Explosion,Religious Figures/Institutions,Place of Worship,Church,Boko Haram,Explosives,Vehicle,42,10
4/8/2012,2012,Apr,Sun,Plateau,Jos,9.933333,8.883333,0,Bombing/Explosion,Religious Figures/Institutions,Place of Worship,Church,Boko Haram,Explosives,Vehicle,0,1
4/8/2012,2012,Apr,Sun,Yobe,Potiskum,11.704399,11.088539,0,Armed Assault,Police,Police Security Forces/Officers,Residence of Sergeant,Boko Haram,Firearms,Unknown Gun Type,1,2
4/9/2012,2012,Apr,Mon,Kano,Kano,11.974328,8.500261,0,Bombing/Explosion,Unknown,Unknown,Unknown,Boko Haram,Explosives,Vehicle,0,0
4/9/2012,2012,Apr,Mon,Borno,Dikwa,12.036585,13.917242,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Police Station,Boko Haram,Firearms,Unknown Gun Type,2,0
4/9/2012,2012,Apr,Mon,Borno,Dikwa,12.036585,13.917242,0,Armed Assault,Religious Figures/Institutions,Place of Worship,Church,Boko Haram,Firearms,Unknown Gun Type,2,0
4/9/2012,2012,Apr,Mon,Borno,Dikwa,12.036585,13.917242,0,Armed Assault,Business,Bank/Commerce,Bank,Boko Haram,Firearms,Automatic or Semi-Automatic Rifle,2,0
4/11/2012,2012,Apr,Wed,Kaduna,Rigyasa,10.529722,7.379167,0,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Recruit: Sani,Boko Haram,Firearms,Unknown Gun Type,1,0
4/10/2012,2012,Apr,Tue,Borno,Banki,11.275523,14.144068,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police Station,Boko Haram,Explosives,Unknown Explosive Type,3,2
4/10/2012,2012,Apr,Tue,Borno,Banki,11.275523,14.144068,0,Armed Assault,Government (General),Government Building/Facility/Office,Building,Boko Haram,Firearms,Automatic or Semi-Automatic Rifle,3,0
4/10/2012,2012,Apr,Tue,Borno,Banki,11.275523,14.144068,0,Armed Assault,Government (General),Government Building/Facility/Office,Building,Boko Haram,Firearms,Automatic or Semi-Automatic Rifle,2,0
4/10/2012,2012,Apr,Tue,Borno,Banki,11.275523,14.144068,0,Armed Assault,Private Citizens & Property,Marketplace/Plaza/Square,Cattle Market,Boko Haram,Firearms,Automatic or Semi-Automatic Rifle,2,0
4/10/2012,2012,Apr,Tue,Borno,Banki,11.275523,14.144068,0,Armed Assault,Religious Figures/Institutions,Place of Worship,Church,Boko Haram,Firearms,Unknown Gun Type,11,0
4/12/2012,2012,Apr,Thu,Yobe,Potiskum,11.704399,11.088539,0,Armed Assault,Private Citizens & Property,"Procession/Gathering (funeral, wedding, birthday, religious)",Soccer Game,Boko Haram,Firearms,Unknown Gun Type,2,0
4/11/2012,2012,Apr,Wed,Gombe,Gombe,10.286652,11.163862,0,Bombing/Explosion,Unknown,Unknown,Unknown,Boko Haram,Explosives,Unknown Explosive Type,0,0
4/13/2012,2012,Apr,Fri,Bayelsa,Clough Creek,4.81473,5.608925,0,Facility/Infrastructure Attack,Utilities,Oil,Oil Pipeline,Movement for the Emancipation of the Niger Delta (MEND),Firearms,Unknown Gun Type,0,0
4/14/2012,2012,Apr,Sat,Borno,Maiduguri,11.840793,13.141391,0,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,School,Unknown,Incendiary,Molotov Cocktail/Petrol Bomb,0,0
4/14/2012,2012,Apr,Sat,Borno,Maiduguri,11.840793,13.141391,0,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,Schools,Unknown,Incendiary,Molotov Cocktail/Petrol Bomb,0,0
4/15/2012,2012,Apr,Sun,Kano,Kano,11.974328,8.500261,0,Bombing/Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Explosives,Other Explosive Type,0,3
4/17/2012,2012,Apr,Tue,Borno,Maiduguri,11.840793,13.141391,0,Armed Assault,Religious Figures/Institutions,Religious Figure,Cleric: Goni Mustapha,Boko Haram,Firearms,Unknown Gun Type,1,0
4/19/2012,2012,Apr,Thu,Borno,Maiduguri,11.840793,13.141391,0,Armed Assault,Business,Retail/Grocery/Bakery,Bakers,Boko Haram,Firearms,Unknown Gun Type,5,0
4/19/2012,2012,Apr,Thu,Borno,Maiduguri,11.840793,13.141391,0,Armed Assault,Government (General),"Government Personnel (excluding police, military)",Official,Boko Haram,Firearms,Unknown Gun Type,2,0
4/24/2012,2012,Apr,Tue,Plateau,Gwa Rim,9.933333,8.883333,0,Unknown,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Unknown,Unknown,Unknown Weapon Type,5,0
4/24/2012,2012,Apr,Tue,Plateau,Jos,9.933333,8.883333,0,Bombing/Explosion,Business,Restaurant/Bar/Café,Bar,Unknown,Explosives,Unknown Explosive Type,1,9
4/24/2012,2012,Apr,Tue,Rivers,Onne,4.727069,7.152084,0,Hostage Taking (Kidnapping),Religious Figures/Institutions,Religious Figure,Catholic Priest: Father Nwika Gbinu,Unknown,Firearms,Unknown Gun Type,0,1
4/25/2012,2012,Apr,Wed,Kano,Kano,11.974328,8.500261,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Barracks,Unknown,Explosives,Unknown Explosive Type,0,0
4/25/2012,2012,Apr,Wed,Kano,Rijiyar Zaki,11.974328,8.500261,0,Bombing/Explosion,Unknown,Unknown,Unknown,Unknown,Explosives,Dynamite/TNT,0,0
4/24/2012,2012,Apr,Tue,Yobe,Damaturu,11.74464,11.970257,0,Armed Assault,Police,Police Security Forces/Officers,Officer,Boko Haram,Firearms,Unknown Gun Type,5,0
4/25/2012,2012,Apr,Wed,Gombe,Bajoga,10.84888,11.43225,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police Station,Boko Haram,Explosives,Unknown Explosive Type,0,0
4/25/2012,2012,Apr,Wed,Gombe,Bajoga,10.84888,11.43225,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police Station,Boko Haram,Explosives,Unknown Explosive Type,0,0
4/25/2012,2012,Apr,Wed,Gombe,Bajoga,10.84888,11.43225,0,Bombing/Explosion,Business,Bank/Commerce,Bank,Boko Haram,Explosives,Unknown Explosive Type,0,0
4/26/2012,2012,Apr,Thu,Abuja,Abuja,9.066917,7.483172,1,Bombing/Explosion,Journalists & Media,Newspaper Journalist/Staff/Facility,Office,Boko Haram,Explosives,Vehicle,5,8
4/26/2012,2012,Apr,Thu,Kaduna,Kaduna,10.516667,7.433333,1,Bombing/Explosion,Journalists & Media,Newspaper Journalist/Staff/Facility,Offices,Boko Haram,Explosives,Vehicle,3,26
4/26/2012,2012,Apr,Thu,Adamawa,Yola,9.203496,12.49539,0,Armed Assault,Police,Police Patrol (including vehicles and convoys),Patrol,Unknown,Firearms,Unknown Gun Type,1,1
4/26/2012,2012,Apr,Thu,Adamawa,Mubi,10.266667,13.266667,0,Armed Assault,Violent Political Party,Party Official/Candidate/Other Personnel,Chieftain: Abdurrahman Kwacham,Unknown,Firearms,Unknown Gun Type,1,2
4/25/2012,2012,Apr,Wed,Borno,Maiduguri,11.840793,13.141391,0,Hostage Taking (Kidnapping),Government (General),"Government Personnel (excluding police, military)",Former Employee: Mallam Shettima Chibok,Boko Haram,Firearms,Unknown Gun Type,1,0
4/26/2012,2012,Apr,Thu,Gombe,Gombe,10.286652,11.163862,0,Bombing/Explosion,Educational Institution,School/University/Educational Building,Office,Unknown,Explosives,Unknown Explosive Type,0,0
4/29/2012,2012,Apr,Sun,Kano,Kano,11.974328,8.500261,0,Armed Assault,Private Citizens & Property,Religion Identified,Christian Civilians,Boko Haram,Explosives,Other Explosive Type,16,22
4/29/2012,2012,Apr,Sun,Borno,Maiduguri,11.840793,13.141391,0,Armed Assault,Religious Figures/Institutions,Religious Figure,Pastor,Boko Haram,Firearms,Unknown Gun Type,4,0
4/29/2012,2012,Apr,Sun,Katsina,Unknown,12.99302,7.606163,0,Armed Assault,Police,Police Patrol (including vehicles and convoys),Patrol,Unknown,Firearms,Unknown Gun Type,3,0
4/30/2012,2012,Apr,Mon,Nasarawa,Akwanga,8.906292,8.408493,0,Armed Assault,Police,Police Security Forces/Officers,Officer,Unknown,Firearms,Unknown Gun Type,1,0
4/30/2012,2012,Apr,Mon,Taraba,Jalango,8.9,11.366667,1,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Convoy of Commissioner: Mamman Sule,Boko Haram,Explosives,Vehicle,12,22
4/30/2012,2012,Apr,Mon,Kano,Kano,11.974328,8.500261,0,Bombing/Explosion,Educational Institution,School/University/Educational Building,Social Sciences Department,Boko Haram,Explosives,Time Fuse,0,0
4/30/2012,2012,Apr,Mon,Anambra,Onitsha,6.166667,6.783333,0,Hostage Taking (Kidnapping),Government (General),Politician or Political Party Movement/Meeting/Rally,Family of Former Member Anthony Ezechi Nwoye,Unknown,Firearms,Automatic or Semi-Automatic Rifle,1,1
5/3/2012,2012,May,Thu,Borno,Banki,11.275523,14.144068,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Banki Police Station,Boko Haram,Explosives,Unknown Explosive Type,0,0
5/3/2012,2012,May,Thu,Borno,Kumshe,11.35296,14.21509,0,Armed Assault,Police,Prison/Jail,Prison,Boko Haram,Firearms,Unknown Gun Type,2,0
5/4/2012,2012,May,Fri,Borno,Maiduguri,11.840793,13.141391,0,Bombing/Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilian,Unknown,Explosives,Unknown Explosive Type,0,6
5/5/2012,2012,May,Sat,Taraba,Dananaca,7.987284,10.9807,0,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Unknown,Firearms,Unknown Gun Type,5,0
5/7/2012,2012,May,Mon,Bauchi,Bayan Gari,11.800149,9.37161,0,Bombing/Explosion,Business,Hotel/Resort,Hotel,Unknown,Explosives,Unknown Explosive Type,0,4
5/7/2012,2012,May,Mon,Kaduna,Zaria,11.08192,7.715956,0,Hostage Taking (Kidnapping),Business,Construction,Company Bus,Unknown,Firearms,Unknown Gun Type,2,0
5/8/2012,2012,May,Tue,Kano,Kano,11.974328,8.500261,0,Bombing/Explosion,Educational Institution,School/University/Educational Building,Faculty of Sociology; Faculty of Science; Faculty of Law,Unknown,Explosives,Unknown Explosive Type,0,0
5/9/2012,2012,May,Wed,Borno,Maiduguri,11.840793,13.141391,0,Armed Assault,Military,Paramilitary,Soldiers,Boko Haram,Firearms,Unknown Gun Type,1,2
5/8/2012,2012,May,Tue,Borno,Maiduguri,11.840793,13.141391,0,Armed Assault,Private Citizens & Property,Marketplace/Plaza/Square,Market,Boko Haram,Firearms,Unknown Gun Type,3,5
5/11/2012,2012,May,Fri,Taraba,Jalingo,8.9,11.366667,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Patrol Van,Unknown,Explosives,Unknown Explosive Type,0,0
5/11/2012,2012,May,Fri,Kano,Kano,11.974328,8.500261,0,Bombing/Explosion,Educational Institution,School/University/Educational Building,Campus,Unknown,Explosives,Unknown Explosive Type,0,0
5/11/2012,2012,May,Fri,Borno,Maiduguri,11.840793,13.141391,0,Bombing/Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Unknown,Explosives,Unknown Explosive Type,0,0
5/11/2012,2012,May,Fri,Kano,Kano,11.974328,8.500261,0,Armed Assault,Religious Figures/Institutions,Religious Figure,Residence of Shiite Religious Leader: Muhammad Ali,Boko Haram,Firearms,Unknown Gun Type,1,0
5/12/2012,2012,May,Sat,Borno,Mafa,11.924656,13.601307,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Police Station,Boko Haram,Firearms,Handgun,3,0
